node,volatility,eign,closeness,betwness,centrality,community,density,name,type
260,2,6.952198616226305e-20,0.012295081967213115,0.0,3,24,0.42857142857142855,"Dhamija, R.",outandin
481,2,6.952198616226305e-20,0.012295081967213115,0.0,3,24,0.42857142857142855,"Hearst, M.",outandin
340,1,7.632587979788039e-20,0.016393442622950817,0.00030358227079538557,4,24,0.42857142857142855,"Fisher, D.",incoming
648,2,2.9500132332416324e-16,0.01673497267759563,0.0,2,30,0.42857142857142855,"Kosara, R.",incoming
789,3,2.9500132332416324e-16,0.01673497267759563,0.0,2,30,0.42857142857142855,"Miksch, S.",outandin
679,2,2.950013233241632e-16,0.01673497267759563,0.0,2,30,0.42857142857142855,"Ledermann, F.",outandin
274,2,2.950013233241632e-16,0.01673497267759563,0.0,2,30,0.42857142857142855,"Doleisch, H.",outandin
762,2,4.873010785468259e-16,0.01825633383010432,0.0,3,30,0.42857142857142855,"Matkovic, K.",incoming
435,2,4.873010785468259e-16,0.01825633383010432,0.0,3,30,0.42857142857142855,"Gr̦ller, M.E.",incoming
997,2,4.873010785468259e-16,0.01825633383010432,0.0,3,30,0.42857142857142855,"Sainitzer, R.",outandin
476,2,7.475540614295284e-16,0.028688524590163935,0.0005397018147473521,7,30,0.42857142857142855,"Hauser, H.",incoming
1310,4,4.4514770162865134e-14,0.017486338797814208,0.0,1,13,0.3888888888888889,"Zhang, E.",outandin
29,2,4.4514770162865134e-14,0.017486338797814208,0.0,1,13,0.3888888888888889,"Amar, R.",incoming
300,3,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Eagan, J.",incoming
471,2,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Harrold, M.J.",outandin
576,2,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Jones, J.A.",outandin
232,2,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Csallner, C.",outandin
460,2,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Handte, M.",outandin
686,2,9.342969795662389e-14,0.020176544766708705,0.0,3,13,0.3888888888888889,"Lehmann, O.",outandin
1097,0,1.7005040050189696e-13,0.03278688524590164,0.0007420899952776092,8,13,0.3888888888888889,"Stasko, J.",
845,2,6.774606130270374e-20,0.015089418777943368,0.0,1,26,0.28888888888888886,"Nuij, W.A.A.",outandin
647,1,2.882126837713504e-20,0.01276796973518285,0.0,2,26,0.28888888888888886,"Korn, J.",outgoing
338,2,2.882126837713504e-20,0.01276796973518285,0.0,2,26,0.28888888888888886,"Finocchi, I.",outandin
627,2,1.148446583430118e-19,0.015807962529274005,0.0,2,26,0.28888888888888886,"Kleiberg, E.",outandin
1203,2,9.955655880396717e-20,0.015807962529274005,0.0,2,26,0.28888888888888886,"Voinea, L.",incoming
1149,1,9.955655880396717e-20,0.015807962529274005,0.0,2,26,0.28888888888888886,"Telea, A.C.",incoming
3,2,6.137997100439099e-20,0.017471958584987058,0.0004722390879039331,3,26,0.28888888888888886,"Abello, J.",incoming
1334,2,1.3445690125035374e-19,0.022131147540983605,0.0006071645415907711,3,26,0.28888888888888886,"van Ham, F.",incoming
1337,2,1.474033609702677e-19,0.0195274831243973,6.746272684341901e-05,3,26,0.28888888888888886,"van de Wetering, H.",outgoing
1336,0,2.1202323967260774e-19,0.02371194379391101,0.0007420899952776092,6,26,0.28888888888888886,"van Wijk, J.J.",
972,2,0.19190456449889365,0.022131147540983605,0.0,3,44,0.5555555555555556,"Rosario, G.E.",outandin
141,2,0.19190456449889365,0.022131147540983605,0.0,3,44,0.5555555555555556,"Brown, D.C.",outandin
885,2,0.19190456449889365,0.022131147540983605,0.0,3,44,0.5555555555555556,"Peng, W.",outandin
1217,3,0.19190456449889365,0.022131147540983605,0.0,3,44,0.5555555555555556,"Wang, J.",outandin
1294,2,0.3348052018920898,0.0255359394703657,0.0,5,44,0.5555555555555556,"Yang, J.",incoming
527,2,0.3348052018920898,0.0255359394703657,0.0,5,44,0.5555555555555556,"Huang, S.",outandin
880,2,0.3348052018920898,0.0255359394703657,0.0,5,44,0.5555555555555556,"Patro, A.",outandin
781,2,0.3348052018920898,0.0255359394703657,0.0,5,44,0.5555555555555556,"Mehta, N.",outandin
1223,1,0.4496176338547581,0.036885245901639344,0.0003373136342170951,9,44,0.5555555555555556,"Ward, M.O.",
985,1,0.4496176338547581,0.036885245901639344,0.0003373136342170951,9,44,0.5555555555555556,"Rundensteiner, E.A.",
903,1,1.1139343999591748e-06,0.022768670309653915,0.0,2,2,0.41818181818181815,"Pickle, L.",outgoing
303,2,1.1139343999591748e-06,0.022768670309653915,0.0,2,2,0.41818181818181815,"Edsall, R.M.",outandin
138,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Brewer, I.",outandin
0,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Abdo, H.",outandin
439,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Gundrum, J.",outandin
857,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Otto, G.",outandin
441,4,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Guo, D.",outandin
1288,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Xiping, D.",outandin
465,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Hardisty, F.",outandin
691,2,2.3193495143049533e-06,0.025614754098360653,0.0,4,2,0.41818181818181815,"Lengerich, G.",outandin
741,1,4.286661381237293e-06,0.040983606557377046,0.0010794036294947042,10,2,0.41818181818181815,"MacEachren, A.M.",
166,2,2.329265802589614e-08,0.017759562841530054,0.0,2,32,0.2967032967032967,"Carmel, L.",outandin
467,2,2.329265802589614e-08,0.017759562841530054,0.0,2,32,0.2967032967032967,"Harel, D.",outandin
379,2,7.838585231962053e-08,0.02308743169398907,0.0,2,32,0.2967032967032967,"Gansner, E.",outandin
1019,2,2.54211442431677e-07,0.027704918032786883,0.0,3,32,0.2967032967032967,"Schneidewind, J.",outandin
1066,2,2.464442083976155e-07,0.023883550028264554,0.0,3,32,0.2967032967032967,"Sips, M.",incoming
483,2,2.464442083976155e-07,0.023883550028264554,0.0,3,32,0.2967032967032967,"Heilmann, R.",outandin
464,1,3.353172351471524e-07,0.024736533957845433,0.0,4,32,0.2967032967032967,"Hao, M.C.",
249,1,3.353172351471524e-07,0.024736533957845433,0.0,4,32,0.2967032967032967,"Dayal, U.",
522,1,3.353172351471524e-07,0.024736533957845433,0.0,4,32,0.2967032967032967,"Hsu, M.",outgoing
661,2,3.353172351471524e-07,0.024736533957845433,0.0,4,32,0.2967032967032967,"Ladisch, J.",outandin
646,2,8.65369729470047e-08,0.024736533957845433,0.0007420899952776092,4,32,0.2967032967032967,"Koren, Y.",incoming
840,2,2.830683002763827e-07,0.032982045277127246,0.0012143290831815423,5,32,0.2967032967032967,"North, S.C.",incoming
871,2,3.4045305849523754e-07,0.030114041339985742,0.00020238818053025704,5,32,0.2967032967032967,"Panse, C.",incoming
606,1,5.751374151785014e-07,0.03645383951682485,0.0014167172637117994,9,32,0.2967032967032967,"Keim, D.A.",
1140,2,5.0776167573078064e-05,0.02308743169398907,0.0,2,18,0.34065934065934067,"Tanasse, T.",outandin
1023,2,2.04661616406803e-05,0.018226919758412424,0.0,2,18,0.34065934065934067,"Schulman, R.",outandin
503,2,2.04661616406803e-05,0.018226919758412424,0.0,2,18,0.34065934065934067,"Hix, D.",outandin
892,2,0.00015429674290256198,0.027704918032786883,0.0,4,18,0.34065934065934067,"Perrine, K.",incoming
790,2,0.00015429674290256198,0.027704918032786883,0.0,4,18,0.34065934065934067,"Miller, N.",outandin
6,2,0.0001678926814205541,0.01923952641165756,0.0,4,18,0.34065934065934067,"Adams, D.",outandin
223,2,0.0002158883783794621,0.025652701882210076,7.589556769884639e-05,5,18,0.34065934065934067,"Cowley, W.",outandin
1159,1,0.0002158883783794621,0.025652701882210076,7.589556769884639e-05,5,18,0.34065934065934067,"Thomas, J.",
1263,1,0.0002158883783794621,0.025652701882210076,7.589556769884639e-05,5,18,0.34065934065934067,"Wong, P.C.",
350,2,0.0002158883783794621,0.025652701882210076,7.589556769884639e-05,5,18,0.34065934065934067,"Foote, H.",incoming
844,2,8.480123680574591e-05,0.025652701882210076,0.0007589556769884639,5,18,0.34065934065934067,"Nowell, L.",outandin
477,2,0.00016810018423182437,0.03148286140089419,0.0004047763610605141,5,18,0.34065934065934067,"Havre, S.",outandin
495,1,0.00017636522701210537,0.032982045277127246,0.0006914929501450449,6,18,0.34065934065934067,"Hetzler, E.",
584,2,0.00029486085147776913,0.034631147540983606,0.0013492545368683803,8,18,0.34065934065934067,"Jurrus, E.",outandin
