Unnamed: 0,node,volatility,eign,closeness,betwness,centrality,community,density,name,type,period,type_ord,is_stable,type_cat
460,251,2,1.327573931232637e-26,0.0159404302261445,0.0,2,8,0.3398692810457516,"Dearden, J.",outandin,2010-2014,0,0,outandin
461,578,1,1.327573931232637e-26,0.0159404302261445,0.0,2,8,0.3398692810457516,"Jones, M.W.",incoming,2010-2014,1,0,incoming
295,1004,2,2.533203399352153e-26,0.0184311224489795,0.0,4,8,0.3398692810457516,"Sansone, S.-A.",outandin,2010-2014,0,0,outandin
388,1003,2,2.533203399352153e-26,0.0184311224489795,0.0,4,8,0.3398692810457516,"Sansone, S.",outandin,2010-2014,0,0,outandin
26,920,2,4.2794395640412926e-26,0.0203377902885292,0.0,5,8,0.3398692810457516,"Proctor, K.",outandin,2010-2014,0,0,outandin
27,555,2,4.2794395640412926e-26,0.0203377902885292,0.0,5,8,0.3398692810457516,"Janicke, H.",outandin,2010-2014,0,0,outandin
28,817,2,4.2794395640412926e-26,0.0203377902885292,0.0,5,8,0.3398692810457516,"Murray, T.",outandin,2010-2014,0,0,outandin
29,1160,2,4.2794395640412926e-26,0.0203377902885292,0.0,5,8,0.3398692810457516,"Thornton, I.M.",outandin,2010-2014,0,0,outandin
293,748,2,2.845892397192057e-26,0.0190256747860434,2.0867242602562497e-06,5,8,0.3398692810457516,"Maguire, E.",outandin,2010-2014,0,0,outandin
294,963,2,2.845892397192057e-26,0.0190256747860434,2.0867242602562497e-06,5,8,0.3398692810457516,"Rocca-Serra, P.",outandin,2010-2014,0,0,outandin
296,245,2,2.845892397192057e-26,0.0190256747860434,2.0867242602562497e-06,5,8,0.3398692810457516,"Davies, J.",outandin,2010-2014,0,0,outandin
226,1,2,5.659302481018606e-26,0.0210641399416909,0.0,6,8,0.3398692810457516,"Abdul-Rahman, A.",outandin,2010-2014,0,0,outandin
227,797,2,5.659302481018606e-26,0.0210641399416909,0.0,6,8,0.3398692810457516,"Mohamed, F.",outandin,2010-2014,0,0,outandin
228,419,2,5.659302481018606e-26,0.0210641399416909,0.0,6,8,0.3398692810457516,"Grant, P.W.",outandin,2010-2014,0,0,outandin
229,949,2,5.659302481018606e-26,0.0210641399416909,0.0,6,8,0.3398692810457516,"Reppa, I.",outandin,2010-2014,0,0,outandin
230,344,2,5.659302481018606e-26,0.0210641399416909,0.0,6,8,0.3398692810457516,"Floridi, L.",outandin,2010-2014,0,0,outandin
25,110,1,8.099994847134266e-26,0.0268089053803339,0.000333875881641,12,8,0.3398692810457516,"Borgo, R.",incoming,2010-2014,1,0,incoming
24,183,4,9.451489901220806e-26,0.0310418904403866,0.000586369517132,15,8,0.3398692810457516,"Chen, M.",outandin,2010-2014,0,0,outandin
337,1191,2,9.947171750436674e-67,0.0066790352504638,0.0,1,9,0.5714285714285714,"Vendettuoli, M.",outandin,2010-2014,0,0,outandin
30,1245,2,2.6064161084192465e-66,0.0081632653061224,0.0,3,9,0.5714285714285714,"Wickham, H.",outandin,2010-2014,0,0,outandin
33,148,2,2.6064161084192465e-66,0.0081632653061224,0.0,3,9,0.5714285714285714,"Buja, A.",outandin,2010-2014,0,0,outandin
258,348,2,2.6064161084192465e-66,0.0081632653061224,0.0,3,9,0.5714285714285714,"Follett, L.",outandin,2010-2014,0,0,outandin
259,750,2,2.6064161084192465e-66,0.0081632653061224,0.0,3,9,0.5714285714285714,"Majumder, M.",outandin,2010-2014,0,0,outandin
31,216,2,3.6713229086854207e-66,0.0104956268221574,1.6693794082049997e-05,5,9,0.5714285714285714,"Cook, D.",outandin,2010-2014,0,0,outandin
32,510,1,3.8745293500176155e-66,0.0122448979591836,5.842827928717499e-05,6,9,0.5714285714285714,"Hofmann, H.",incoming,2010-2014,1,0,incoming
34,327,2,2.177962687603559e-82,0.0061224489795918,0.0,3,10,1.0,"Feng, D.",outandin,2010-2014,0,0,outandin
35,657,2,2.177962687603559e-82,0.0061224489795918,0.0,3,10,1.0,"Kwock, L.",outandin,2010-2014,0,0,outandin
36,683,2,2.177962687603559e-82,0.0061224489795918,0.0,3,10,1.0,"Lee, Y.",outandin,2010-2014,0,0,outandin
37,1148,2,2.177962687603559e-82,0.0061224489795918,0.0,3,10,1.0,"Taylor, R.M.",outandin,2010-2014,0,0,outandin
96,1034,2,5.575920508360197e-33,0.0168242906918865,0.0,1,11,0.2545454545454545,"Segel, E.",outandin,2010-2014,0,0,outandin
39,12,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Agrawala, M.",outgoing,2010-2014,1,0,outgoing
40,643,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Kong, N.",outandin,2010-2014,0,0,outandin
41,721,1,1.862512570613276e-31,0.0275918367346938,0.001335503526564,2,11,0.2545454545454545,"Liu, Z.",stable,2010-2014,2,1,stable
97,119,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Bostock, M.",outgoing,2010-2014,1,0,outgoing
183,1038,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Selassie, D.",outandin,2010-2014,0,0,outandin
184,488,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Heller, B.",outandin,2010-2014,0,0,outandin
187,850,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Ogievetsky, V.",outandin,2010-2014,0,0,outandin
432,92,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Bernstein, M.S.",outandin,2010-2014,0,0,outandin
433,252,2,6.568052723283549e-33,0.0170319979843789,0.0,2,11,0.2545454545454545,"Demiralp, C.D.",outandin,2010-2014,0,0,outandin
38,482,1,3.691336631234893e-32,0.024203365556749,0.0015441759525896,10,11,0.2545454545454545,"Heer, J.",stable,2010-2014,2,1,stable
286,905,2,3.723025227052348e-31,0.0202881152460984,0.0,3,12,0.35,"Pileggi, H.",outandin,2010-2014,0,0,outandin
288,128,2,3.7230252270523485e-31,0.0202881152460984,0.0,3,12,0.35,"Boyle, J.M.",outandin,2010-2014,0,0,outandin
457,284,2,2.588874224352829e-31,0.0202881152460984,0.0,3,12,0.35,"Dove, A.",outandin,2010-2014,0,0,outandin
458,749,1,2.588874224352829e-31,0.0202881152460984,0.0,3,12,0.35,"Major, T.",incoming,2010-2014,1,0,incoming
459,994,2,2.588874224352829e-31,0.0202881152460984,0.0,3,12,0.35,"Sadana, R.",outandin,2010-2014,0,0,outandin
381,75,1,3.304005479188396e-31,0.0205909229363387,0.0,4,12,0.35,"Basole, R.C.",incoming,2010-2014,1,0,incoming
382,207,2,3.304005479188396e-31,0.0205909229363387,0.0,4,12,0.35,"Clear, T.",outandin,2010-2014,0,0,outandin
383,523,1,3.304005479188396e-31,0.0205909229363387,0.0,4,12,0.35,"Hu, M.",incoming,2010-2014,1,0,incoming
384,780,2,3.304005479188396e-31,0.0205909229363387,0.0,4,12,0.35,"Mehrotra, H.",outandin,2010-2014,0,0,outandin
425,346,2,7.985805788292856e-31,0.0212244897959183,0.0,6,12,0.35,"Foerster, F.",outandin,2010-2014,0,0,outandin
426,400,2,7.985805788292856e-31,0.0212244897959183,0.0,6,12,0.35,"Goel, A.",outandin,2010-2014,0,0,outandin
427,177,2,7.985805788292856e-31,0.0212244897959183,0.0,6,12,0.35,"Chau, D.H.",outandin,2010-2014,0,0,outandin
428,588,2,7.985805788292856e-31,0.0212244897959183,0.0,6,12,0.35,"Kahng, M.",outandin,2010-2014,0,0,outandin
429,713,2,7.985805788292856e-31,0.0212244897959183,0.0,6,12,0.35,"Lin, Z.",outandin,2010-2014,0,0,outandin
287,1103,2,8.962959996800095e-31,0.0218982831227729,4.1734485205125e-05,8,12,0.35,"Stolper, C.D.",outandin,2010-2014,0,0,outandin
42,1097,0,1.1960957606527956e-30,0.030657596371882,0.0019865614957639,16,12,0.35,"Stasko, J.",stable,2010-2014,2,1,stable
53,710,2,6.0644212466903215e-81,0.0071428571428571,0.0,2,13,0.3928571428571428,"Lin, S.",outandin,2010-2014,0,0,outandin
54,1247,2,3.959857020178895e-81,0.0066666666666666,0.0,2,13,0.3928571428571428,"Wilkinson, L.",outgoing,2010-2014,1,0,outgoing
56,241,2,3.959857020178895e-81,0.0066666666666666,0.0,2,13,0.3928571428571428,"Dang, T.N.",outandin,2010-2014,0,0,outandin
206,393,2,6.0644212466903215e-81,0.0071428571428571,0.0,2,13,0.3928571428571428,"Gerth, J.",outandin,2010-2014,0,0,outandin
424,1043,1,6.283468135049594e-81,0.0083333333333333,0.0,2,13,0.3928571428571428,"Setlur, V.",incoming,2010-2014,1,0,incoming
51,462,1,7.551779262973684e-81,0.0076923076923076,4.173448520512499e-06,3,13,0.3928571428571428,"Hanrahan, P.",outgoing,2010-2014,1,0,outgoing
55,32,1,8.22585466880609e-81,0.0099999999999999,8.346897041025e-05,4,13,0.3928571428571428,"Anand, A.",stable,2010-2014,2,1,stable
52,1135,1,1.1110331135493326e-80,0.0111111111111111,0.0001043362130128,5,13,0.3928571428571428,"Talbot, J.",stable,2010-2014,2,1,stable
57,1310,4,1.477382086158093e-64,0.0081632653061224,0.0,4,14,1.0,"Zhang, E.",outandin,2010-2014,0,0,outandin
58,900,2,1.477382086158093e-64,0.0081632653061224,0.0,4,14,1.0,"Pham, T.",outandin,2010-2014,0,0,outandin
59,494,2,1.477382086158093e-64,0.0081632653061224,0.0,4,14,1.0,"Hess, R.",outandin,2010-2014,0,0,outandin
60,582,2,1.477382086158093e-64,0.0081632653061224,0.0,4,14,1.0,"Ju, C.",outandin,2010-2014,0,0,outandin
61,784,2,1.477382086158093e-64,0.0081632653061224,0.0,4,14,1.0,"Metoyer, R.",outandin,2010-2014,0,0,outandin
484,1329,2,8.882418535345986e-138,0.0020408163265306,0.0,1,15,1.0,"de Jonge, E.",outandin,2010-2014,0,0,outandin
485,1152,2,8.882418535345986e-138,0.0020408163265306,0.0,1,15,1.0,"Tennekes, M.",outandin,2010-2014,0,0,outandin
412,624,1,1.461822334793986e-37,0.0109049680478251,0.0,1,16,0.2101449275362318,"Kindlmann, G.",incoming,2010-2014,1,0,incoming
62,1180,2,9.443719380263072e-37,0.0192784256559766,0.0,2,16,0.2101449275362318,"Tuttle, C.",outandin,2010-2014,0,0,outandin
364,632,2,8.758669254509936e-37,0.0138409209837781,0.0,2,16,0.2101449275362318,"Klosowski, J.T.",outandin,2010-2014,0,0,outandin
365,1013,1,8.963640917334203e-37,0.0140206732043466,0.0001836317349025,3,16,0.2101449275362318,"Scheidegger, C.",incoming,2010-2014,1,0,incoming
137,533,1,2.428406261398076e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Hurter, C.",stable,2010-2014,2,1,stable
138,1149,1,2.428406261398076e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Telea, A.C.",stable,2010-2014,2,1,stable
139,312,2,2.428406261398076e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Ersoy, O.",outandin,2010-2014,0,0,outandin
141,161,2,2.428406261398076e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Cantareiro, G.",outandin,2010-2014,0,0,outandin
150,575,2,4.881325362187238e-37,0.0196289424860853,0.0,4,16,0.2101449275362318,"Joia, P.",outandin,2010-2014,0,0,outandin
151,210,2,4.881325362187238e-37,0.0196289424860853,0.0,4,16,0.2101449275362318,"Coimbra, D.",outandin,2010-2014,0,0,outandin
152,235,2,4.881325362187238e-37,0.0196289424860853,0.0,4,16,0.2101449275362318,"Cuminato, J.A.",outandin,2010-2014,0,0,outandin
449,292,2,2.428406261398077e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Duarte, F.S.L.G.",outandin,2010-2014,0,0,outandin
450,316,2,2.428406261398077e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Fadel, S.G.",outandin,2010-2014,0,0,outandin
451,318,2,2.428406261398077e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Fatore, F.M.",outandin,2010-2014,0,0,outandin
452,1061,2,2.428406261398077e-37,0.0163574520717377,0.0,4,16,0.2101449275362318,"Sikansi, F.",outandin,2010-2014,0,0,outandin
63,838,2,1.2563442381782013e-36,0.0245361781076066,0.0011017904094153,6,16,0.2101449275362318,"Nonato, L.G.",outandin,2010-2014,0,0,outandin
195,332,1,4.225803831404694e-36,0.0176982268317162,0.0,6,16,0.2101449275362318,"Ferreira, N.",incoming,2010-2014,1,0,incoming
197,336,2,4.225803831404694e-36,0.0176982268317162,0.0,6,16,0.2101449275362318,"Fink, D.",outandin,2010-2014,0,0,outandin
198,607,2,4.225803831404694e-36,0.0176982268317162,0.0,6,16,0.2101449275362318,"Kelling, S.",outandin,2010-2014,0,0,outandin
199,1266,2,4.225803831404694e-36,0.0176982268317162,0.0,6,16,0.2101449275362318,"Wood, C.",outandin,2010-2014,0,0,outandin
200,363,2,4.225803831404694e-36,0.0176982268317162,0.0,6,16,0.2101449275362318,"Freire, J.",outandin,2010-2014,0,0,outandin
64,1062,2,4.53438062853775e-36,0.0229700390794615,0.0010517090271691,8,16,0.2101449275362318,"Silva, C.",outandin,2010-2014,0,0,outandin
196,715,2,4.474299924161639e-36,0.0186136523574947,0.0005008138224615,8,16,0.2101449275362318,"Lins, L.",outandin,2010-2014,0,0,outandin
140,881,2,7.605347058220236e-37,0.0229700390794615,0.0011351779975793,12,16,0.2101449275362318,"Paulovich, F.V.",outgoing,2010-2014,1,0,outgoing
146,1145,2,0.0006036384992658,0.0861243652390533,0.0,2,17,0.2065217391304347,"Tatu, A.",outandin,2010-2014,0,0,outandin
216,653,2,0.0006036384992658,0.0861243652390533,0.0,2,17,0.2065217391304347,"Krstajic, M.",outandin,2010-2014,0,0,outandin
231,788,2,0.0028896186235915,0.0976809893286388,0.0,2,17,0.2065217391304347,"Micallef, L.",outandin,2010-2014,0,0,outandin
147,606,1,0.0006584879990674,0.0862053091913457,4.173448520512499e-06,3,17,0.2065217391304347,"Keim, D.A.",outgoing,2010-2014,1,0,outgoing
333,558,1,0.0025620222832626,0.1031748582447602,0.0004639402304357,3,17,0.2065217391304347,"Jansen, Y.",incoming,2010-2014,1,0,incoming
376,890,1,0.0134687390079407,0.1084189704250494,0.0002559715092581,3,17,0.2065217391304347,"Perin, C.",incoming,2010-2014,1,0,incoming
406,124,1,0.0028523159304379,0.0970607925709966,0.0,3,17,0.2065217391304347,"Boy, J.",incoming,2010-2014,1,0,incoming
407,948,2,0.0028523159304379,0.0970607925709966,0.0,3,17,0.2065217391304347,"Rensink, R.A.",outandin,2010-2014,0,0,outandin
423,402,2,0.0035434216938526,0.105065806391285,0.0,3,17,0.2065217391304347,"Goffin, P.",outandin,2010-2014,0,0,outandin
68,56,2,0.0040571171371902,0.0980988759140019,0.0,4,17,0.2065217391304347,"Bae, J.",outandin,2010-2014,0,0,outandin
69,1226,2,0.0040571171371902,0.0980988759140019,0.0,4,17,0.2065217391304347,"Watson, B.",outandin,2010-2014,0,0,outandin
389,532,1,0.0132428504391461,0.1158111729540301,0.0256871700423721,4,17,0.2065217391304347,"Huron, S.",incoming,2010-2014,1,0,incoming
476,339,2,0.0025690540017119,0.0954447960245492,0.0,4,17,0.2065217391304347,"Fischer, F.",outandin,2010-2014,0,0,outandin
477,369,2,0.0025690540017119,0.0954447960245492,0.0,4,17,0.2065217391304347,"Fuchs, J.",outandin,2010-2014,0,0,outandin
478,751,2,0.0007681451124224,0.0862864054370572,0.0,4,17,0.2065217391304347,"Manivannan, A.",outandin,2010-2014,0,0,outandin
479,843,2,0.0007681451124224,0.0862864054370572,0.0,4,17,0.2065217391304347,"Nov, O.",outandin,2010-2014,0,0,outandin
480,868,2,0.0007681451124224,0.0862864054370572,0.0,4,17,0.2065217391304347,"Pandey, A.V.",outandin,2010-2014,0,0,outandin
481,1008,2,0.0007681451124224,0.0862864054370572,0.0,4,17,0.2065217391304347,"Satterthwaite, M",outandin,2010-2014,0,0,outandin
358,1249,1,0.0050182308681893,0.1072777181047857,4.479501412016751e-05,5,17,0.2065217391304347,"Willett, W.",stable,2010-2014,2,1,stable
66,286,1,0.0086066988457481,0.1098472442869363,0.0140264907386479,11,17,0.2065217391304347,"Dragicevic, P.",stable,2010-2014,2,1,stable
67,96,1,0.0076241381526271,0.1089340249163798,0.0017917861113053,11,17,0.2065217391304347,"Bezerianos, A.",stable,2010-2014,2,1,stable
145,93,1,0.0053811362221125,0.1072777181047857,0.0132020485670166,14,17,0.2065217391304347,"Bertini, E.",incoming,2010-2014,1,0,incoming
65,324,1,0.0203051305574179,0.1231173811806601,0.0569378685529931,16,17,0.2065217391304347,"Fekete, J.-D.",stable,2010-2014,2,1,stable
212,544,1,0.0101299222393562,0.1200555614916123,0.0597197791288187,16,17,0.2065217391304347,"Isenberg, P.",stable,2010-2014,2,1,stable
70,1014,2,1.477382086158093e-64,0.0081632653061224,0.0,4,18,1.0,"Scheuermann, G.",outgoing,2010-2014,1,0,outgoing
71,484,2,1.477382086158093e-64,0.0081632653061224,0.0,4,18,1.0,"Heine, C.",outgoing,2010-2014,1,0,outgoing
72,1095,2,1.477382086158093e-64,0.0081632653061224,0.0,4,18,1.0,"Stadler, P.F.",outgoing,2010-2014,1,0,outgoing
73,556,2,1.477382086158093e-64,0.0081632653061224,0.0,4,18,1.0,"Janicke, S.",outandin,2010-2014,0,0,outandin
74,489,2,1.477382086158093e-64,0.0081632653061224,0.0,4,18,1.0,"Hellmuth, M.",outandin,2010-2014,0,0,outandin
489,46,2,8.882418535345986e-138,0.0020408163265306,0.0,1,19,1.0,"Armstrong, Z.",outandin,2010-2014,0,0,outandin
490,1227,2,8.882418535345986e-138,0.0020408163265306,0.0,1,19,1.0,"Wattenberg, M.",outgoing,2010-2014,1,0,outgoing
116,262,2,7.85105765492105e-05,0.0716022240277844,0.0,1,20,0.1266002844950213,"Diakopoulos, N.",outandin,2010-2014,0,0,outandin
202,1046,2,0.0001563081372629,0.0716581632653061,0.0,2,20,0.1266002844950213,"Shah, P.",outandin,2010-2014,0,0,outandin
374,602,2,0.0002718761067097,0.0827073480429142,0.0,2,20,0.1266002844950213,"Kazi, R.H.",outandin,2010-2014,0,0,outandin
375,1074,3,0.0002718761067097,0.0827073480429142,0.0,2,20,0.1266002844950213,"Smith, G.",outgoing,2010-2014,1,0,outgoing
466,1308,2,9.028896185223648e-05,0.0717703043658778,0.0,2,20,0.1266002844950213,"Zeleznik, R.",outandin,2010-2014,0,0,outandin
467,1309,2,9.028896185223648e-05,0.0717703043658778,0.0,2,20,0.1266002844950213,"Zgraggen, E.",outandin,2010-2014,0,0,outandin
76,298,1,0.0003498205857548,0.0845368193360293,0.0,3,20,0.1266002844950213,"Dwyer, T.",stable,2010-2014,2,1,stable
93,1251,2,0.0005145026271238,0.0895727040816326,0.0,3,20,0.1266002844950213,"Williamson, C.",outgoing,2010-2014,1,0,outgoing
95,433,2,0.0005145026271238,0.0895727040816326,0.0,3,20,0.1266002844950213,"Gruen, D.",outandin,2010-2014,0,0,outandin
99,331,2,0.000178755840883,0.0718265066402442,0.0,3,20,0.1266002844950213,"Fernandez, R.",outgoing,2010-2014,1,0,outgoing
101,981,2,0.000178755840883,0.0718265066402442,0.0,3,20,0.1266002844950213,"Ruble, S.",outandin,2010-2014,0,0,outandin
110,596,2,0.0009016168509068,0.0933086968256275,0.0,3,20,0.1266002844950213,"Karlson, A.K.",outandin,2010-2014,0,0,outandin
113,638,2,0.0003115261417914,0.0830067411580016,0.0,3,20,0.1266002844950213,"Koh, K.",outandin,2010-2014,0,0,outandin
186,237,2,0.0003642325304442,0.0854822450881564,0.0,3,20,0.1266002844950213,"Czerwinski, M.",outgoing,2010-2014,1,0,outgoing
275,923,2,4.523921151008215e-05,0.0710475979702493,0.0,3,20,0.1266002844950213,"Purchase, H.",outandin,2010-2014,0,0,outandin
276,1282,1,4.523921151008215e-05,0.0710475979702493,0.0,3,20,0.1266002844950213,"Wybrow, M.",stable,2010-2014,2,1,stable
277,408,2,4.523921151008215e-05,0.0710475979702493,0.0,3,20,0.1266002844950213,"Goncu, C.",outandin,2010-2014,0,0,outandin
279,295,2,0.0004113350520357,0.0844589769609501,0.0,3,20,0.1266002844950213,"Dumais, S.",outandin,2010-2014,0,0,outandin
348,778,2,0.0003498205857548,0.0845368193360293,0.0,3,20,0.1266002844950213,"Mears, C.",outandin,2010-2014,0,0,outandin
122,1192,2,0.0008603908235139,0.092648938363224,0.0,4,20,0.1266002844950213,"Venolia, G.",outandin,2010-2014,0,0,outandin
123,320,2,0.0008603908235139,0.092648938363224,0.0,4,20,0.1266002844950213,"Fawcett, P.",outandin,2010-2014,0,0,outandin
303,573,2,0.0010191003626464,0.0934037158651648,0.0,4,20,0.1266002844950213,"Johns, P.",outandin,2010-2014,0,0,outandin
434,529,2,8.351810450415106e-05,0.0700171366256426,0.0,4,20,0.1266002844950213,"Huh, J.",outandin,2010-2014,0,0,outandin
435,570,1,8.351810450415106e-05,0.0700171366256426,0.0,4,20,0.1266002844950213,"Jo, J.",incoming,2010-2014,1,0,incoming
436,873,2,8.351810450415106e-05,0.0700171366256426,0.0,4,20,0.1266002844950213,"Park, J.",outandin,2010-2014,0,0,outandin
185,932,2,0.0004787275721564,0.0858021038162692,0.0002364954161623,5,20,0.1266002844950213,"Ramos, G.",outandin,2010-2014,0,0,outandin
94,280,1,0.0008487187456263,0.0928364868214492,0.0008778153388144,6,20,0.1266002844950213,"Dork, M.",stable,2010-2014,2,1,stable
111,1041,2,0.0003342929027232,0.0832327123226786,0.0026042318767997,6,20,0.1266002844950213,"Seo, J.",outgoing,2010-2014,1,0,outgoing
112,617,2,0.0003342929027232,0.0832327123226786,0.0026042318767997,6,20,0.1266002844950213,"Kim, B.",outgoing,2010-2014,1,0,outgoing
121,1212,1,0.0011754594106661,0.093594335693461,5.564598027349998e-05,6,20,0.1266002844950213,"Walny, J.",incoming,2010-2014,1,0,incoming
201,7,1,0.0007783865649307,0.0856418757979382,0.0008722507407871,6,20,0.1266002844950213,"Adar, E.",incoming,2010-2014,1,0,incoming
274,755,1,0.0003621526437765,0.0847712097778113,0.0052335044447226,6,20,0.1266002844950213,"Marriott, K.",stable,2010-2014,2,1,stable
98,340,1,0.0007966690429668,0.0857219149341979,0.0017278076874921,7,20,0.1266002844950213,"Fisher, D.",stable,2010-2014,2,1,stable
115,530,1,0.000785520471802,0.0857219149341979,0.0026334460164433,7,20,0.1266002844950213,"Hullman, J.",incoming,2010-2014,1,0,incoming
100,291,1,0.0008130773595198,0.0858824428647863,0.0052335044447226,9,20,0.1266002844950213,"Drucker, S.M.",incoming,2010-2014,1,0,incoming
92,167,0,0.0037845581841321,0.1122673794119851,0.0281906004905879,13,20,0.1266002844950213,"Carpendale, S.",stable,2010-2014,2,1,stable
109,680,1,0.0024483257093505,0.1020271957503802,0.021067156206758,15,20,0.1266002844950213,"Lee, B.",stable,2010-2014,2,1,stable
75,492,1,0.0027880858611052,0.1043486336514128,0.0477578102656355,20,20,0.1266002844950213,"Henry Riche, N.",stable,2010-2014,2,1,stable
344,983,2,6.245988325185458e-76,0.0066790352504638,0.0,1,21,0.4761904761904761,"Rufiange, S.",outandin,2010-2014,0,0,outandin
356,538,2,8.895896291297931e-76,0.0073469387755102,0.0,2,21,0.4761904761904761,"Im, J.",outandin,2010-2014,0,0,outandin
357,693,2,8.895896291297931e-76,0.0073469387755102,0.0,2,21,0.4761904761904761,"Leung, R.",outandin,2010-2014,0,0,outandin
77,193,4,1.545117428683685e-75,0.0081632653061224,0.0,3,21,0.4761904761904761,"Chiricota, Y.",outandin,2010-2014,0,0,outandin
79,583,2,1.545117428683685e-75,0.0081632653061224,0.0,3,21,0.4761904761904761,"Jurisica, I.",outgoing,2010-2014,1,0,outgoing
80,1197,2,1.545117428683685e-75,0.0081632653061224,0.0,3,21,0.4761904761904761,"Viau, C.",outandin,2010-2014,0,0,outandin
78,773,2,2.0968148738773625e-75,0.0122448979591836,9.181586745127498e-05,6,21,0.4761904761904761,"McGuffin, M.J.",outgoing,2010-2014,1,0,outgoing
240,1139,2,8.640120148035545e-06,0.0195308029753957,0.0,1,22,0.2007575757575757,"Tanahashi, Y.",outandin,2010-2014,0,0,outandin
256,1264,1,4.561357938708874e-05,0.0211090496804782,0.0,1,22,0.2007575757575757,"Wongsuphasawat, K.",incoming,2010-2014,1,0,incoming
310,1306,2,7.983088574133421e-05,0.0261224489795918,0.0,2,22,0.2007575757575757,"Yuan, G.",outandin,2010-2014,0,0,outandin
271,739,2,1.0888135832627493e-05,0.0199028182701652,0.0,3,22,0.2007575757575757,"Ma, J.",outandin,2010-2014,0,0,outandin
272,706,2,1.0888135832627493e-05,0.0199028182701652,0.0,3,22,0.2007575757575757,"Liao, I.",outandin,2010-2014,0,0,outandin
273,359,2,1.0888135832627493e-05,0.0199028182701652,0.0,3,22,0.2007575757575757,"Frazier, J.",outandin,2010-2014,0,0,outandin
430,1233,2,0.0002942193016917,0.0290249433106575,0.0,3,22,0.2007575757575757,"Wei, H.",outandin,2010-2014,0,0,outandin
431,1280,2,0.0002942193016917,0.0290249433106575,0.0,3,22,0.2007575757575757,"Wu, Z.",outandin,2010-2014,0,0,outandin
378,718,2,0.0002804885248085,0.0321507064364207,0.0,4,22,0.2007575757575757,"Liu, M.",outandin,2010-2014,0,0,outandin
379,720,2,0.0002804885248085,0.0321507064364207,0.0,4,22,0.2007575757575757,"Liu, Y.",outandin,2010-2014,0,0,outandin
380,1231,2,0.0002804885248085,0.0321507064364207,0.0,4,22,0.2007575757575757,"Wei, E.",outandin,2010-2014,0,0,outandin
107,1123,2,0.0004375853611628,0.0302868973676427,0.0,5,22,0.2007575757575757,"Sun, J.",outandin,2010-2014,0,0,outandin
108,712,2,0.0004375853611628,0.0302868973676427,0.0,5,22,0.2007575757575757,"Lin, Y.-R.",outandin,2010-2014,0,0,outandin
280,1290,2,0.0005400230922749,0.0298542274052478,0.0,5,22,0.2007575757575757,"Xu, P.",outandin,2010-2014,0,0,outandin
281,185,1,0.0005400230922749,0.0298542274052478,0.0,5,22,0.2007575757575757,"Chen, W.",incoming,2010-2014,1,0,incoming
323,711,2,0.0004370301060882,0.0298542274052478,0.0,5,22,0.2007575757575757,"Lin, Y.",outandin,2010-2014,0,0,outandin
324,1124,2,0.0004370301060882,0.0298542274052478,0.0,5,22,0.2007575757575757,"Sun, X.",outandin,2010-2014,0,0,outandin
325,674,2,0.0004370301060882,0.0298542274052478,0.0,5,22,0.2007575757575757,"Lazer, D.",outandin,2010-2014,0,0,outandin
82,1232,2,0.0005955770589916,0.0331713637836086,0.0,6,22,0.2007575757575757,"Wei, F.",outandin,2010-2014,0,0,outandin
84,1319,2,0.0005955770589916,0.0331713637836086,0.0,6,22,0.2007575757575757,"Zhou, H.",outgoing,2010-2014,1,0,outgoing
87,48,2,0.0005955770589916,0.0331713637836086,0.0,6,22,0.2007575757575757,"Au, N.",outandin,2010-2014,0,0,outandin
105,412,2,0.0004418535436233,0.0307322929171668,0.0002587538082717,6,22,0.2007575757575757,"Gotz, D.",outandin,2010-2014,0,0,outandin
239,740,1,8.369585890955087e-05,0.0274973147153598,0.0009598931597178,6,22,0.2007575757575757,"Ma, K.-L.",stable,2010-2014,2,1,stable
127,1137,2,0.0007015401548325,0.0307322929171668,0.0,7,22,0.2007575757575757,"Tan, L.",outandin,2010-2014,0,0,outandin
129,1081,2,0.0007015401548325,0.0307322929171668,0.0,7,22,0.2007575757575757,"Song, Y.",outandin,2010-2014,0,0,outandin
130,381,2,0.0007015401548325,0.0307322929171668,0.0,7,22,0.2007575757575757,"Gao, Z.",outandin,2010-2014,0,0,outandin
131,1168,2,0.0007015401548325,0.0307322929171668,0.0,7,22,0.2007575757575757,"Tong, X.",outandin,2010-2014,0,0,outandin
